gene,PanCancer_Core_Fitness,bagel_essential_curated,Ribosomal_Proteins,DNA_replication,RNA_polymerase,Proteasome,Spliceosome,Histones
POTEM,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RABL2A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
STRAP,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TAF7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LIMS3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NELFCD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NUBP2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ZBTB11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ALG14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
C18orf21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CNOT7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HIST1H2AC,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
NUFIP1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OTOP1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CENPL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NFS1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RASA4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TCOF1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TGS1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
YTHDC1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BNIP1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DAP3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GEMIN6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NUP62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PPIAL4G,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RPTOR,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SNRNP40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
SRRM1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CHMP3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDX6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GEMIN4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RPL37,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MRTO4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TIMM10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TMA7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TTI1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ZC3H8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ZNRD1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
GRB2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GRWD1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
KRTAP21-1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SSX2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BET1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EBNA1BP2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
POM121C,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SNAPC5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
WTAP,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BCL2L1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CIAO1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GTF3A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SUPV3L1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MVK,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SLC25A3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NOL8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RPS25,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ATRIP,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CDC40,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DR1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LRR1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TTI2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
UBE2NL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
UTP14A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AP2S1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NUP54,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SUGP1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
VPS18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
KRTAP4-2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MRPS14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NCAPD3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
POTEI,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LAMTOR3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TFRC,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
URB1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EIF5B,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LIN9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ADSL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ADSS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ARPP19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDX5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
POLR3H,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ZNF492,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ACTG1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AP2M1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NUP107,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CCND1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ESF1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MRPL36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SRSF10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
UQCRFS1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EIF1AD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NUP153,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TMED10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TRMT5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CCDC130,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FCGR1B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IARS2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
C17orf49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CHMP7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IKBKAP,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
INTS6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NELFB,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ORC4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PKM,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PTTG1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ZWINT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GAK,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RBM42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SMARCB1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
COX20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDX51,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EIF4G1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ELP2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
KANSL1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SLC25A5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
VPS37A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HSP90B1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NOC4L,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PRPF4B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TLK2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
UROD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NUMA1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OIP5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SASS6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SFSWAP,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
VHL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EAPP,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HNRNPM,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
TOMM20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
USP8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MIS18BP1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MRPL45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
YPEL5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
YWHAE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HSCB,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MED26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PFDN1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PNISR,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TUBG2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ACIN1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CDCA5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GTF3C3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NELFA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NFYB,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SLC25A38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
THG1L,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TMEM258,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CEP192,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DNAJC9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
INTS5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NDUFA4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PPP1CA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SMS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SNAP23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
UBA6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
USP7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
WDR46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
YY1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ACTB,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FAR2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SUGT1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SART1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDX3X,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GTF3C4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NDUFAB1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TELO2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ANLN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ATP5F1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CCNB1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FECH,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
METAP1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
UBE2N,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
WDR7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BUD13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GTF2H2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NDOR1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ZMAT5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
COG3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDX11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EEF1G,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FNTB,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NDNL2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PFN1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RPN2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TAF2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
XRN1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ARFRP1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CCDC58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CNOT1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FTSJ3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IPO7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
POLR1E,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
VCX2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HUWE1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NAA25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OSBP,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PPP1R15B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RFC1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RTEL1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TIMM23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ZNF705D,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ATP5C1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
USP36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MMS19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RPN1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SRP72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
INTS12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MED29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ACTR3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GLTSCR2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GTF3C5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ISCA1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MCTS1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RTCB,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SNRPC,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
CCDC23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CMC1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DROSHA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GABPB1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LLPH,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MBTPS1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BTAF1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MRPS5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NOP9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TPRKB,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ALG13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ARPC3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HIST1H2AH,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
SKA3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TDGF1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ADAR,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ATP5H,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ATP5O,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DPY30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GPX4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LAGE3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MLST8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ORC5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PAF1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PSMC5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PTMS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SCGB1C1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SUPT4H1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TRPM7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BORA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DNMT1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HGS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MRPL41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SCAP,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AP1S2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HSPD1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NACA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RNF103-CHMP3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ACTR1A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CCAR1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IDI1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MRGBP,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NSMCE2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PIK3CA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CTU1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HEPN1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ISY1-RAB43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
KRTAP5-8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RNF4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
UBE2S,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ATP5B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DIS3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MRPL10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ZMAT2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CCDC174,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MRPL17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ZC3H13,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NBAS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PELO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
POLR1D,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
RPS19BP1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NOTCH2NL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
UQCRH,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
WDR92,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ARHGAP11A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DHX33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TFDP1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CCDC84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DHPS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OGDH,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PRAC1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RGPD2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SUCLA2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
WBP1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CCDC86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CDK2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DNAJA1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EIF4G2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ELP5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MYH9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PPIL1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RRAGA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
UQCRQ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DPAGT1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PSMD8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
TRIM37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CYCS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PA2G4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PPP2CA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
